Date,Action,Ticker,Profit,Cash,Cash Change,Holding,Holding Change,Total
2019-06-28,Buy,ALLY,,82.48,-20.62,20.62 (1),+20.62,103.10
2019-06-28,Buy,AME,,61.86,-20.62,41.24 (2),+20.62,103.10
2019-06-28,Buy,BALL,,41.24,-20.62,61.86 (3),+20.62,103.10
2019-06-28,Buy,IEX,,20.62,-20.62,82.48 (4),+20.62,103.10
2019-06-28,Buy,TDY,,0.00,-20.62,103.10 (5),+20.62,103.10
2019-07-01,No money,ACGL,,0.00,,103.10 (5),,103.10
2019-07-01,No money,ALLY,,0.00,,103.10 (5),,103.10
2019-07-01,No money,AME,,0.00,,103.10 (5),,103.10
2019-07-01,No money,CBRE,,0.00,,103.10 (5),,103.10
2019-07-01,No money,DOV,,0.00,,103.10 (5),,103.10
2019-07-01,No money,TSCO,,0.00,,103.10 (5),,103.10
2019-07-02,Sell,AME,1.407%,20.91,+20.91,82.48 (4),-20.91,103.39
2019-07-02,Buy,BALL,,0.00,-20.91,103.39 (5),+20.91,103.39
2019-07-03,Sell,BALL,2.2513%,21.08,+21.08,82.77 (4),-21.08,103.85
2019-07-03,Sell,TDY,1.3985%,41.99,+20.91,62.15 (3),-20.91,104.14
2019-07-03,Buy,AJG,,38.17,-3.82,65.97 (4),+3.82,104.14
2019-07-03,Buy,BEP,,34.36,-3.82,69.78 (5),+3.82,104.14
2019-07-03,Buy,BRO,,30.54,-3.82,73.60 (6),+3.82,104.14
2019-07-03,Buy,CBRE,,26.72,-3.82,77.42 (7),+3.82,104.14
2019-07-03,Buy,DOV,,22.90,-3.82,81.24 (8),+3.82,104.14
2019-07-03,Buy,MKC,,19.09,-3.82,85.05 (9),+3.82,104.14
2019-07-03,Buy,MTD,,15.27,-3.82,88.87 (10),+3.82,104.14
2019-07-03,Buy,NDAQ,,11.45,-3.82,92.69 (11),+3.82,104.14
2019-07-03,Buy,PSA,,7.63,-3.82,96.51 (12),+3.82,104.14
2019-07-03,Buy,RGLD,,3.82,-3.82,100.32 (13),+3.82,104.14
2019-07-03,Buy,SUI,,0.00,-3.82,104.14 (14),+3.82,104.14
2019-07-08,Sell,ALLY,1.542%,20.94,+20.94,83.52 (13),-20.94,104.46
2019-07-08,Sell,IEX,-0.2362%,41.51,+20.57,62.90 (12),-20.57,104.41
2019-07-08,Sell,AJG,-0.8825%,45.29,+3.78,59.08 (11),-3.78,104.38
2019-07-08,Sell,BEP,-0.0652%,49.11,+3.81,55.27 (10),-3.81,104.37
2019-07-08,Sell,CBRE,-0.3399%,52.91,+3.80,51.45 (9),-3.80,104.36
2019-07-08,Sell,DOV,-0.6309%,56.71,+3.79,47.63 (8),-3.79,104.34
2019-07-08,Sell,MKC,-0.2184%,60.51,+3.81,43.81 (7),-3.81,104.33
2019-07-08,Sell,MTD,-1.4373%,64.28,+3.76,40.00 (6),-3.76,104.27
2019-07-08,Sell,NDAQ,-0.3863%,68.08,+3.80,36.18 (5),-3.80,104.26
2019-07-08,Sell,PSA,-0.9545%,71.86,+3.78,32.36 (4),-3.78,104.22
2019-07-08,Sell,SUI,-0.4022%,75.66,+3.80,28.54 (3),-3.80,104.21
2019-07-08,Buy,ELS,,0.00,-75.66,104.21 (4),+75.66,104.21
2019-07-09,Sell,BALL,-1.3538%,20.63,+20.63,83.30 (3),-20.63,103.92
2019-07-09,Sell,BRO,-0.5702%,24.42,+3.80,79.48 (2),-3.80,103.90
2019-07-09,Buy,ACGL,,18.32,-6.11,85.59 (3),+6.11,103.90
2019-07-09,Buy,ARE,,12.21,-6.11,91.69 (4),+6.11,103.90
2019-07-09,Buy,RGLD,,6.11,-6.11,97.80 (5),+6.11,103.90
2019-07-09,Buy,UDR,,0.00,-6.11,103.90 (6),+6.11,103.90
2019-07-10,Sell,RGLD,2.1424%,3.90,+3.90,100.09 (5),-3.90,103.98
2019-07-10,No money,AMH,,3.90,,100.09 (5),,103.98
2019-07-10,No money,AVB,,3.90,,100.09 (5),,103.98
2019-07-10,No money,CPT,,3.90,,100.09 (5),,103.98
2019-07-10,No money,EQIX,,3.90,,100.09 (5),,103.98
2019-07-10,No money,NDAQ,,3.90,,100.09 (5),,103.98
2019-07-10,No money,RGLD,,3.90,,100.09 (5),,103.98
2019-07-11,Buy,CME,,1.95,-1.95,102.03 (6),+1.95,103.98
2019-07-11,Buy,MORN,,0.00,-1.95,103.98 (7),+1.95,103.98
2019-07-12,Sell,ELS,-0.5266%,75.26,+75.26,28.32 (6),-75.26,103.59
2019-07-12,Sell,ACGL,-0.1369%,81.36,+6.10,22.22 (5),-6.10,103.58
2019-07-12,Sell,ARE,-1.8505%,87.35,+5.99,16.11 (4),-5.99,103.46
2019-07-12,Sell,RGLD,1.4483%,93.55,+6.19,10.00 (3),-6.19,103.55
2019-07-12,Sell,UDR,-0.341%,99.63,+6.08,3.90 (2),-6.08,103.53
2019-07-12,Buy,QSR,,49.82,-49.82,53.72 (3),+49.82,103.53
2019-07-12,Buy,RGLD,,0.00,-49.82,103.53 (4),+49.82,103.53
2019-07-15,No money,MORN,,0.00,,103.53 (4),,103.53
2019-07-16,Sell,CME,-0.1885%,1.95,+1.95,101.58 (3),-1.95,103.53
2019-07-16,Sell,MORN,1.9952%,3.93,+1.99,99.63 (2),-1.99,103.57
2019-07-16,Sell,QSR,-0.588%,53.46,+49.52,49.82 (1),-49.52,103.27
2019-07-16,Buy,CP,,0.00,-53.46,103.27 (2),+53.46,103.27
2019-07-17,Sell,RGLD,-0.3784%,49.63,+49.63,53.46 (1),-49.63,103.09
2019-07-17,Buy,RGLD,,0.00,-49.63,103.09 (2),+49.63,103.09
2019-07-18,Sell,CP,-0.7213%,53.07,+53.07,49.63 (1),-53.07,102.70
2019-07-18,Buy,FNV,,35.38,-17.69,67.32 (2),+17.69,102.70
2019-07-18,Buy,MORN,,17.69,-17.69,85.01 (3),+17.69,102.70
2019-07-18,Buy,RGLD,,0.00,-17.69,102.70 (4),+17.69,102.70
2019-07-23,Sell,RGLD,3.5936%,51.41,+51.41,53.07 (3),-51.41,104.48
2019-07-23,Sell,MORN,-1.5234%,68.83,+17.42,35.38 (2),-17.42,104.21
2019-07-23,Buy,ITW,,0.00,-68.83,104.21 (3),+68.83,104.21
2019-07-24,Sell,FNV,-0.1292%,17.67,+17.67,86.52 (2),-17.67,104.19
2019-07-24,Buy,ITW,,0.00,-17.67,104.19 (3),+17.67,104.19
2019-07-26,Sell,RGLD,-0.2452%,17.65,+17.65,86.50 (2),-17.65,104.15
2019-07-26,Sell,ITW,-0.043%,35.31,+17.66,68.83 (1),-17.66,104.14
2019-07-26,Buy,CQP,,26.48,-8.83,77.66 (2),+8.83,104.14
2019-07-26,Buy,FIS,,17.65,-8.83,86.49 (3),+8.83,104.14
2019-07-26,Buy,LYV,,8.83,-8.83,95.31 (4),+8.83,104.14
2019-07-26,Buy,WRB,,0.00,-8.83,104.14 (5),+8.83,104.14
2019-07-29,Sell,ITW,-0.8267%,68.26,+68.26,35.31 (4),-68.26,103.57
2019-07-29,Buy,BAH,,34.13,-34.13,69.44 (5),+34.13,103.57
2019-07-29,Buy,GPN,,0.00,-34.13,103.57 (6),+34.13,103.57
2019-08-19,Sell,CQP,-1.8287%,8.67,+8.67,94.74 (5),-8.67,103.41
2019-08-19,Sell,FIS,-1.4229%,17.37,+8.70,85.92 (4),-8.70,103.28
2019-08-19,Sell,BAH,-2.6732%,50.59,+33.22,51.79 (3),-33.22,102.37
2019-08-19,Sell,GPN,-2.3854%,83.90,+33.32,17.65 (2),-33.32,101.56
2019-08-19,Sell,LYV,-3.1819%,92.45,+8.55,8.83 (1),-8.55,101.28
2019-08-19,Sell,WRB,-0.3951%,101.24,+8.79,0.00 (0),-8.79,101.24
2019-08-19,Buy,CCI,,50.62,-50.62,50.62 (1),+50.62,101.24
2019-08-19,Buy,ELS,,0.00,-50.62,101.24 (2),+50.62,101.24
2019-08-21,Sell,CCI,-0.2383%,50.50,+50.50,50.62 (1),-50.50,101.12
2019-08-21,Sell,ELS,-0.725%,100.75,+50.25,0.00 (0),-50.25,100.75
2019-08-21,Buy,BAH,,0.00,-100.75,100.75 (1),+100.75,100.75
2019-08-22,No money,INVH,,0.00,,100.75 (1),,100.75
2019-09-05,Sell,BAH,-0.1168%,100.64,+100.64,0.00 (0),-100.64,100.64
2019-09-05,Buy,AME,,86.26,-14.38,14.38 (1),+14.38,100.64
2019-09-05,Buy,BIP,,71.88,-14.38,28.75 (2),+14.38,100.64
2019-09-05,Buy,DOV,,57.51,-14.38,43.13 (3),+14.38,100.64
2019-09-05,Buy,GL,,43.13,-14.38,57.51 (4),+14.38,100.64
2019-09-05,Buy,NDSN,,28.75,-14.38,71.88 (5),+14.38,100.64
2019-09-05,Buy,ROP,,14.38,-14.38,86.26 (6),+14.38,100.64
2019-09-05,No money,SLF,,14.38,,86.26 (6),,100.64
2019-09-06,Buy,AME,,10.78,-3.59,89.85 (7),+3.59,100.64
2019-09-06,Buy,DRI,,7.19,-3.59,93.45 (8),+3.59,100.64
2019-09-06,Buy,J,,3.59,-3.59,97.04 (9),+3.59,100.64
2019-09-06,Buy,NDAQ,,0.00,-3.59,100.64 (10),+3.59,100.64
2019-09-09,Sell,DOV,-1.0236%,14.23,+14.23,86.26 (9),-14.23,100.49
2019-09-09,Sell,NDSN,-0.2287%,28.57,+14.34,71.88 (8),-14.34,100.46
2019-09-09,Sell,ROP,-0.0413%,42.94,+14.37,57.51 (7),-14.37,100.45
2019-09-09,Buy,DRI,,37.58,-5.37,62.87 (8),+5.37,100.45
2019-09-09,Buy,EG,,32.21,-5.37,68.24 (9),+5.37,100.45
2019-09-09,Buy,FCNCA,,26.84,-5.37,73.61 (10),+5.37,100.45
2019-09-09,Buy,GL,,21.47,-5.37,78.98 (11),+5.37,100.45
2019-09-09,Buy,MFC,,16.10,-5.37,84.35 (12),+5.37,100.45
2019-09-09,Buy,NDSN,,10.74,-5.37,89.71 (13),+5.37,100.45
2019-09-09,Buy,PSX,,5.37,-5.37,95.08 (14),+5.37,100.45
2019-09-09,No money,SLF,,5.37,,95.08 (14),,100.45
2019-09-10,Sell,AME,1.6233%,19.98,+14.61,80.71 (13),-14.61,100.68
2019-09-10,Sell,GL,2.4925%,34.71,+14.74,66.33 (12),-14.74,101.04
2019-09-10,Sell,DRI,1.6642%,38.37,+3.65,62.74 (11),-3.65,101.10
2019-09-10,Sell,J,-0.2177%,41.95,+3.59,59.14 (10),-3.59,101.09
2019-09-10,Sell,NDAQ,-1.378%,45.50,+3.54,55.55 (9),-3.54,101.04
2019-09-10,Buy,DOV,,37.92,-7.58,63.13 (10),+7.58,101.04
2019-09-10,Buy,FCNCA,,30.33,-7.58,70.71 (11),+7.58,101.04
2019-09-10,Buy,GL,,22.75,-7.58,78.30 (12),+7.58,101.04
2019-09-10,Buy,ITW,,15.17,-7.58,85.88 (13),+7.58,101.04
2019-09-10,Buy,MFC,,7.58,-7.58,93.46 (14),+7.58,101.04
2019-09-10,Buy,NDSN,,0.00,-7.58,101.04 (15),+7.58,101.04
2019-09-11,Sell,BIP,-1.3472%,14.18,+14.18,86.67 (14),-14.18,100.85
2019-09-11,Sell,AME,-0.9661%,17.74,+3.56,83.07 (13),-3.56,100.82
2019-09-11,Sell,DRI,-0.4847%,23.08,+5.34,77.71 (12),-5.34,100.79
2019-09-11,Sell,EG,-0.2953%,28.44,+5.35,72.34 (11),-5.35,100.77
2019-09-11,Sell,FCNCA,1.6634%,33.89,+5.46,66.97 (10),-5.46,100.86
2019-09-11,Sell,MFC,1.5273%,39.34,+5.45,61.60 (9),-5.45,100.95
2019-09-11,Sell,NDSN,2.1479%,44.83,+5.48,56.23 (8),-5.48,101.06
2019-09-11,Buy,DOV,,33.62,-11.21,67.44 (9),+11.21,101.06
2019-09-11,Buy,EG,,22.41,-11.21,78.65 (10),+11.21,101.06
2019-09-11,Buy,ITW,,11.21,-11.21,89.85 (11),+11.21,101.06
2019-09-11,No money,NDSN,,11.21,,89.85 (11),,101.06
2019-09-12,Sell,GL,2.1842%,16.69,+5.49,84.49 (10),-5.49,101.18
2019-09-12,Sell,DOV,2.2284%,24.44,+7.75,76.90 (9),-7.75,101.35
2019-09-12,Sell,ITW,1.3885%,32.13,+7.69,69.32 (8),-7.69,101.45
2019-09-12,Sell,NDSN,1.4261%,39.82,+7.69,61.74 (7),-7.69,101.56
2019-09-12,Buy,FCNCA,,19.91,-19.91,81.65 (8),+19.91,101.56
2019-09-12,Buy,TEL,,0.00,-19.91,101.56 (9),+19.91,101.56
2019-09-13,Sell,FCNCA,2.1591%,7.75,+7.75,93.98 (8),-7.75,101.72
2019-09-13,Sell,MFC,1.361%,15.43,+7.69,86.39 (7),-7.69,101.83
2019-09-13,Sell,EG,-1.2244%,26.50,+11.07,75.19 (6),-11.07,101.69
2019-09-13,Buy,AME,,17.67,-8.83,84.02 (7),+8.83,101.69
2019-09-13,Buy,CRH,,8.83,-8.83,92.86 (8),+8.83,101.69
2019-09-13,Buy,EG,,0.00,-8.83,101.69 (9),+8.83,101.69
2019-09-17,Sell,PSX,1.8184%,5.47,+5.47,96.32 (8),-5.47,101.79
2019-09-17,Sell,GL,-0.5893%,13.00,+7.54,88.74 (7),-7.54,101.74
2019-09-17,Sell,ITW,-1.7261%,24.02,+11.01,77.53 (6),-11.01,101.55
2019-09-17,Sell,CRH,-2.7071%,32.61,+8.60,68.70 (5),-8.60,101.31
2019-09-17,Sell,EG,-0.5623%,41.40,+8.78,59.86 (4),-8.78,101.26
2019-09-17,Sell,TEL,-0.3149%,61.25,+19.85,39.95 (3),-19.85,101.20
2019-09-17,Buy,EG,,0.00,-61.25,101.20 (4),+61.25,101.20
2019-09-18,Sell,DOV,-0.4905%,11.15,+11.15,89.99 (3),-11.15,101.14
2019-09-18,Sell,FCNCA,-0.0341%,31.06,+19.90,70.08 (2),-19.90,101.14
2019-09-18,Sell,AME,-0.3431%,39.86,+8.80,61.25 (1),-8.80,101.11
2019-09-18,Buy,FCNCA,,0.00,-39.86,101.11 (2),+39.86,101.11
2019-09-23,Sell,EG,1.5612%,62.20,+62.20,39.86 (1),-62.20,102.06
2019-09-23,Sell,FCNCA,-1.3066%,101.54,+39.34,0.00 (0),-39.34,101.54
2019-09-23,Buy,POOL,,0.00,-101.54,101.54 (1),+101.54,101.54
2019-10-11,Sell,POOL,-0.1546%,101.38,+101.38,0.00 (0),-101.38,101.38
2019-10-11,Buy,NICE,,50.69,-50.69,50.69 (1),+50.69,101.38
2019-10-11,Buy,PKG,,0.00,-50.69,101.38 (2),+50.69,101.38
2019-10-15,Sell,NICE,-0.0195%,50.68,+50.68,50.69 (1),-50.68,101.37
2019-10-15,Sell,PKG,-1.8868%,100.42,+49.74,0.00 (0),-49.74,100.42
2019-10-15,Buy,CRH,,66.95,-33.47,33.47 (1),+33.47,100.42
2019-10-15,Buy,J,,33.47,-33.47,66.95 (2),+33.47,100.42
2019-10-15,No money,MORN,,33.47,,66.95 (2),,100.42
2019-10-17,Sell,J,-0.8394%,66.66,+33.19,33.47 (1),-33.19,100.14
2019-10-17,Buy,MORN,,44.44,-22.22,55.69 (2),+22.22,100.14
2019-10-17,Buy,NVR,,22.22,-22.22,77.92 (3),+22.22,100.14
2019-10-17,Buy,PPG,,0.00,-22.22,100.14 (4),+22.22,100.14
2019-10-18,No money,CCI,,0.00,,100.14 (4),,100.14
2019-10-18,No money,NDSN,,0.00,,100.14 (4),,100.14
2019-10-18,No money,NVR,,0.00,,100.14 (4),,100.14
2019-10-18,No money,PPG,,0.00,,100.14 (4),,100.14
2019-10-21,Sell,NVR,3.0026%,22.89,+22.89,77.92 (3),-22.89,100.80
2019-10-21,Sell,PPG,2.4631%,45.66,+22.77,55.69 (2),-22.77,101.35
2019-10-21,Buy,MORN,,34.24,-11.41,67.11 (3),+11.41,101.35
2019-10-21,Buy,NDSN,,22.83,-11.41,78.52 (4),+11.41,101.35
2019-10-21,Buy,PPL,,11.41,-11.41,89.94 (5),+11.41,101.35
2019-10-21,No money,TEL,,11.41,,89.94 (5),,101.35
2019-10-22,Sell,CRH,1.4526%,45.37,+33.96,56.46 (4),-33.96,101.84
2019-10-22,Sell,MORN,1.9071%,68.02,+22.65,34.24 (3),-22.65,102.26
2019-10-22,Buy,FCNCA,,45.35,-22.67,56.92 (4),+22.67,102.26
2019-10-22,Buy,ITW,,22.67,-22.67,79.59 (5),+22.67,102.26
2019-10-22,No money,NDSN,,22.67,,79.59 (5),,102.26
2019-10-23,Sell,MORN,-1.58%,33.91,+11.23,68.17 (4),-11.23,102.08
2019-10-23,Sell,NDSN,1.9732%,45.55,+11.64,56.76 (3),-11.64,102.31
2019-10-23,Buy,CRH,,22.77,-22.77,79.53 (4),+22.77,102.31
2019-10-23,Buy,PPL,,0.00,-22.77,102.31 (5),+22.77,102.31
2019-10-25,Sell,PPL,1.591%,11.60,+11.60,90.89 (4),-11.60,102.49
2019-10-25,Sell,FCNCA,-0.2245%,34.22,+22.62,68.22 (3),-22.62,102.44
2019-10-25,Sell,ITW,-0.8953%,56.69,+22.47,45.55 (2),-22.47,102.23
2019-10-25,Sell,PPL,-0.1528%,79.43,+22.74,22.77 (1),-22.74,102.20
2019-10-25,Buy,PSX,,0.00,-79.43,102.20 (2),+79.43,102.20
2019-10-28,Sell,CRH,1.6383%,23.15,+23.15,79.43 (1),-23.15,102.57
2019-10-28,Buy,NDSN,,15.43,-7.72,87.14 (2),+7.72,102.57
2019-10-28,Buy,PKG,,7.72,-7.72,94.86 (3),+7.72,102.57
2019-10-28,No money,PSX,,7.72,,94.86 (3),,102.57
2019-10-29,Sell,PSX,2.4794%,89.11,+81.40,15.43 (2),-81.40,104.54
2019-10-29,Buy,NDSN,,44.56,-44.56,59.99 (3),+44.56,104.54
2019-10-29,Buy,PSX,,0.00,-44.56,104.54 (4),+44.56,104.54
2019-10-30,Sell,PKG,-0.8324%,7.65,+7.65,96.83 (3),-7.65,104.48
2019-10-30,Buy,NICE,,0.00,-7.65,104.48 (4),+7.65,104.48
2019-10-31,Sell,NDSN,-0.087%,44.52,+44.52,59.92 (3),-44.52,104.44
2019-10-31,Sell,PSX,-2.1104%,88.13,+43.62,15.37 (2),-43.62,103.50
2019-10-31,Buy,CW,,44.07,-44.07,59.43 (3),+44.07,103.50
2019-10-31,Buy,SUI,,0.00,-44.07,103.50 (4),+44.07,103.50
2019-11-01,Sell,NICE,-0.6986%,7.60,+7.60,95.85 (3),-7.60,103.45
2019-11-01,Buy,AME,,6.51,-1.09,96.93 (4),+1.09,103.45
2019-11-01,Buy,CW,,5.43,-1.09,98.02 (5),+1.09,103.45
2019-11-01,Buy,FIS,,4.34,-1.09,99.10 (6),+1.09,103.45
2019-11-01,Buy,GLPI,,3.26,-1.09,100.19 (7),+1.09,103.45
2019-11-01,Buy,NDSN,,2.17,-1.09,101.27 (8),+1.09,103.45
2019-11-01,Buy,PSX,,1.09,-1.09,102.36 (9),+1.09,103.45
2019-11-01,Buy,RGA,,0.00,-1.09,103.45 (10),+1.09,103.45
2019-11-04,Sell,NDSN,2.5695%,7.91,+7.91,95.73 (9),-7.91,103.64
2019-11-04,Sell,CW,3.5538%,53.55,+45.63,51.66 (8),-45.63,105.21
2019-11-04,Buy,AME,,42.84,-10.71,62.37 (9),+10.71,105.21
2019-11-04,Buy,GLPI,,32.13,-10.71,73.08 (10),+10.71,105.21
2019-11-04,Buy,JCI,,21.42,-10.71,83.79 (11),+10.71,105.21
2019-11-04,Buy,NDSN,,10.71,-10.71,94.50 (12),+10.71,105.21
2019-11-04,No money,RGA,,10.71,,94.50 (12),,105.21
2019-11-05,Sell,SUI,-1.9084%,53.93,+43.23,50.43 (11),-43.23,104.37
2019-11-05,Sell,AME,1.5088%,55.04,+1.10,49.35 (10),-1.10,104.39
2019-11-05,Sell,CW,-0.4546%,56.12,+1.08,48.26 (9),-1.08,104.38
2019-11-05,Sell,FIS,-2.3468%,57.18,+1.06,47.18 (8),-1.06,104.35
2019-11-05,Sell,GLPI,2.4992%,58.29,+1.11,46.09 (7),-1.11,104.38
2019-11-05,Sell,NDSN,1.5533%,59.39,+1.10,45.01 (6),-1.10,104.40
2019-11-05,Buy,NDSN,,0.00,-59.39,104.40 (7),+59.39,104.40
2019-11-06,Sell,GLPI,-2.1782%,10.48,+10.48,93.69 (6),-10.48,104.17
2019-11-06,Sell,JCI,-1.2762%,21.05,+10.57,82.98 (5),-10.57,104.03
2019-11-06,Buy,GLPI,,10.52,-10.52,93.50 (6),+10.52,104.03
2019-11-06,Buy,RGA,,0.00,-10.52,104.03 (7),+10.52,104.03
2019-11-07,Sell,RGA,1.9225%,1.11,+1.11,102.94 (6),-1.11,104.05
2019-11-07,Sell,NDSN,-1.1004%,59.84,+58.74,43.55 (5),-58.74,103.40
2019-11-07,Buy,NDSN,,0.00,-59.84,103.40 (6),+59.84,103.40
2019-11-11,Sell,GLPI,-0.8847%,10.43,+10.43,92.87 (5),-10.43,103.30
2019-11-11,Sell,NDSN,-0.6888%,69.86,+59.43,33.03 (4),-59.43,102.89
2019-11-11,Buy,GLPI,,0.00,-69.86,102.89 (5),+69.86,102.89
2019-11-12,No money,EG,,0.00,,102.89 (5),,102.89
2019-11-13,Sell,PSX,-0.2545%,1.08,+1.08,101.81 (4),-1.08,102.89
2019-11-13,Sell,RGA,-0.0606%,11.60,+10.52,91.28 (3),-10.52,102.88
2019-11-13,Sell,GLPI,-1.1298%,80.67,+69.07,21.42 (2),-69.07,102.09
2019-11-13,Buy,BEP,,0.00,-80.67,102.09 (3),+80.67,102.09
2019-11-15,Sell,AME,1.443%,10.86,+10.86,91.38 (2),-10.86,102.25
2019-11-15,Buy,LOGI,,0.00,-10.86,102.25 (3),+10.86,102.25
2019-11-18,No money,BEP,,0.00,,102.25 (3),,102.25
2019-11-18,No money,ELS,,0.00,,102.25 (3),,102.25
2019-11-19,Sell,BEP,2.7126%,82.86,+82.86,21.57 (2),-82.86,104.44
2019-11-19,Buy,SUI,,0.00,-82.86,104.44 (3),+82.86,104.44
2019-11-26,Sell,NDSN,1.484%,10.87,+10.87,93.73 (2),-10.87,104.59
2019-11-26,Sell,LOGI,-0.6272%,21.66,+10.80,82.86 (1),-10.80,104.53
2019-11-26,Sell,SUI,-0.5696%,104.05,+82.39,0.00 (0),-82.39,104.05
2019-11-26,Buy,CRH,,69.37,-34.68,34.68 (1),+34.68,104.05
2019-11-26,Buy,ELS,,34.68,-34.68,69.37 (2),+34.68,104.05
2019-11-26,No money,SUI,,34.68,,69.37 (2),,104.05
2019-12-13,Sell,CRH,-0.8915%,69.06,+34.38,34.68 (1),-34.38,103.74
2019-12-13,Sell,ELS,-0.0156%,103.74,+34.68,0.00 (0),-34.68,103.74
2019-12-13,Buy,H,,51.87,-51.87,51.87 (1),+51.87,103.74
2019-12-13,Buy,LOGI,,0.00,-51.87,103.74 (2),+51.87,103.74
2019-12-16,No money,H,,0.00,,103.74 (2),,103.74
2019-12-17,Sell,H,1.8177%,52.81,+52.81,51.87 (1),-52.81,104.68
2019-12-17,Buy,LOGI,,0.00,-52.81,104.68 (2),+52.81,104.68
2019-12-19,Sell,LOGI,1.9538%,52.88,+52.88,52.81 (1),-52.88,105.70
2019-12-19,Sell,LOGI,-1.9864%,104.65,+51.76,0.00 (0),-51.76,104.65
2019-12-19,Buy,H,,52.32,-52.32,52.32 (1),+52.32,104.65
2019-12-19,Buy,LOGI,,0.00,-52.32,104.65 (2),+52.32,104.65
2019-12-20,No money,H,,0.00,,104.65 (2),,104.65
2019-12-20,No money,TYL,,0.00,,104.65 (2),,104.65
2019-12-24,Sell,H,2.0771%,53.41,+53.41,52.32 (1),-53.41,105.73
2019-12-24,Buy,FNV,,0.00,-53.41,105.73 (2),+53.41,105.73
2019-12-26,Sell,LOGI,1.6647%,53.19,+53.19,53.41 (1),-53.19,106.60
2019-12-26,Buy,FNV,,26.60,-26.60,80.01 (2),+26.60,106.60
2019-12-26,Buy,H,,0.00,-26.60,106.60 (3),+26.60,106.60
2019-12-27,Sell,FNV,1.518%,54.22,+54.22,53.19 (2),-54.22,107.42
2019-12-27,Buy,RTO,,0.00,-54.22,107.42 (3),+54.22,107.42
2020-01-08,Sell,FNV,-0.9663%,26.34,+26.34,80.82 (2),-26.34,107.16
2020-01-08,Sell,H,-0.0223%,52.93,+26.59,54.22 (1),-26.59,107.15
2020-01-08,Sell,RTO,-1.9011%,106.12,+53.19,0.00 (0),-53.19,106.12
2020-01-08,Buy,AKAM,,70.75,-35.37,35.37 (1),+35.37,106.12
2020-01-08,Buy,NICE,,35.37,-35.37,70.75 (2),+35.37,106.12
2020-01-08,Buy,SLF,,0.00,-35.37,106.12 (3),+35.37,106.12
2020-01-09,No money,AKAM,,0.00,,106.12 (3),,106.12
2020-01-09,No money,BEP,,0.00,,106.12 (3),,106.12
2020-01-09,No money,EQH,,0.00,,106.12 (3),,106.12
2020-01-09,No money,GPN,,0.00,,106.12 (3),,106.12
2020-01-09,No money,MCO,,0.00,,106.12 (3),,106.12
2020-01-09,No money,TDG,,0.00,,106.12 (3),,106.12
2020-01-10,Sell,AKAM,1.9584%,36.07,+36.07,70.75 (2),-36.07,106.81
2020-01-10,Sell,NICE,-0.3851%,71.30,+35.24,35.37 (1),-35.24,106.68
2020-01-10,Buy,ODFL,,0.00,-71.30,106.68 (2),+71.30,106.68
2020-01-13,No money,AKAM,,0.00,,106.68 (2),,106.68
2020-01-13,No money,EQH,,0.00,,106.68 (2),,106.68
2020-01-13,No money,GPN,,0.00,,106.68 (2),,106.68
2020-01-13,No money,MCO,,0.00,,106.68 (2),,106.68
2020-01-13,No money,ODFL,,0.00,,106.68 (2),,106.68
2020-01-13,No money,TDG,,0.00,,106.68 (2),,106.68
2020-01-14,Sell,ODFL,1.8524%,72.63,+72.63,35.37 (1),-72.63,108.00
2020-01-14,Buy,BIP,,48.42,-24.21,59.58 (2),+24.21,108.00
2020-01-14,Buy,EL,,24.21,-24.21,83.79 (3),+24.21,108.00
2020-01-14,Buy,ODFL,,0.00,-24.21,108.00 (4),+24.21,108.00
2020-01-15,No money,AKAM,,0.00,,108.00 (4),,108.00
2020-01-15,No money,AWK,,0.00,,108.00 (4),,108.00
2020-01-15,No money,BIP,,0.00,,108.00 (4),,108.00
2020-01-15,No money,EL,,0.00,,108.00 (4),,108.00
2020-01-15,No money,ES,,0.00,,108.00 (4),,108.00
2020-01-15,No money,EVRG,,0.00,,108.00 (4),,108.00
2020-01-15,No money,ODFL,,0.00,,108.00 (4),,108.00
2020-01-15,No money,SO,,0.00,,108.00 (4),,108.00
2020-01-15,No money,TDG,,0.00,,108.00 (4),,108.00
2020-01-15,No money,WTRG,,0.00,,108.00 (4),,108.00
2020-01-16,Sell,BIP,1.5476%,24.58,+24.58,83.79 (3),-24.58,108.37
2020-01-16,Buy,AWK,,22.53,-2.05,85.84 (4),+2.05,108.37
2020-01-16,Buy,BIP,,20.49,-2.05,87.89 (5),+2.05,108.37
2020-01-16,Buy,CPAY,,18.44,-2.05,89.94 (6),+2.05,108.37
2020-01-16,Buy,FIS,,16.39,-2.05,91.98 (7),+2.05,108.37
2020-01-16,Buy,LAMR,,14.34,-2.05,94.03 (8),+2.05,108.37
2020-01-16,Buy,MCO,,12.29,-2.05,96.08 (9),+2.05,108.37
2020-01-16,Buy,MNST,,10.24,-2.05,98.13 (10),+2.05,108.37
2020-01-16,Buy,ODFL,,8.19,-2.05,100.18 (11),+2.05,108.37
2020-01-16,Buy,TDG,,6.15,-2.05,102.23 (12),+2.05,108.37
2020-01-16,Buy,WEC,,4.10,-2.05,104.28 (13),+2.05,108.37
2020-01-16,Buy,WTRG,,2.05,-2.05,106.33 (14),+2.05,108.37
